respondent_id,year,age,gender,ses,AC1_commitment,AC2_check_expected5,AC3_check_expected1,FS1,EC2,PT3,EC4,FS5,PD6,FS7,PT8,EC9,PD10,PT11,FS12,PD13,EC14,PT15,FS16,PD17,EC18,PD19,EC20,PT21,EC22,FS23,PD24,PT25,FS26,PD27,PT28,FS_mean,PT_mean,EC_mean,PD_mean,IRI_total,attention_fail_count,included_after_qc
1003,2023,17.0,Hombre,3.0,,,,4,4,2,4,1,4,2,4,3,4,4,1,3,2,4,3,4,5,4,5,5,4,4,3,4,4,2,5,2.7142857142857144,4.0,3.857142857142857,3.4285714285714284,3.5,0,True
1004,2023,17.0,Hombre,2.0,,,,2,2,2,2,3,4,2,3,2,5,3,4,4,3,4,1,5,4,4,3,2,5,2,3,3,2,3,3,2.2857142857142856,2.857142857142857,3.0,4.0,3.0357142857142856,0,True
1005,2023,17.0,Mujer,2.0,,,,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,4,3.2857142857142856,3.2857142857142856,3.0,2.857142857142857,3.107142857142857,0,True
1006,2023,17.0,Hombre,1.0,,,,5,4,3,2,2,2,3,5,4,3,4,4,2,2,5,4,4,5,2,3,4,2,4,3,3,4,1,4,3.7142857142857144,4.0,3.142857142857143,2.4285714285714284,3.3214285714285716,0,True
1007,2023,17.0,Mujer,1.0,,,,4,4,4,5,4,5,3,4,3,2,4,5,4,3,4,3,4,5,3,4,3,5,5,4,3,4,3,3,4.0,3.5714285714285716,4.142857142857143,3.5714285714285716,3.8214285714285716,0,True
1008,2023,17.0,Mujer,3.0,,,,2,4,5,3,2,3,3,5,4,4,5,2,3,4,5,2,4,5,3,3,5,4,4,2,2,4,1,4,2.7142857142857144,4.428571428571429,3.857142857142857,2.857142857142857,3.4642857142857144,0,True
1009,2023,17.0,Hombre,1.0,,,,1,3,4,5,1,2,3,4,2,3,4,4,3,4,5,1,1,5,4,1,2,3,2,1,2,1,1,5,1.8571428571428572,3.7142857142857144,3.2857142857142856,2.142857142857143,2.75,0,True
1010,2023,17.0,Hombre,2.0,,,,1,3,5,4,1,1,3,5,3,4,4,2,5,3,5,5,2,5,2,2,2,2,5,1,3,2,1,3,2.7142857142857144,3.857142857142857,3.142857142857143,2.2857142857142856,3.0,0,True
1011,2023,17.0,Hombre,3.0,,,,3,4,2,4,3,4,3,4,3,2,3,4,3,4,4,3,3,4,3,2,3,3,3,3,3,3,2,3,3.142857142857143,3.142857142857143,3.4285714285714284,2.857142857142857,3.142857142857143,0,True
1012,2023,17.0,Mujer,2.0,,,,4,4,4,4,1,1,3,5,4,1,5,2,4,3,4,1,4,4,4,2,4,2,2,2,4,2,2,5,2.142857142857143,4.428571428571429,3.2857142857142856,2.5714285714285716,3.107142857142857,0,True
1013,2023,17.0,Hombre,0.0,,,,2,2,4,5,1,2,4,3,3,2,2,4,5,4,5,2,1,5,4,1,2,1,2,1,2,2,1,3,2.4285714285714284,3.0,3.0,2.2857142857142856,2.678571428571429,0,True
1014,2023,17.0,Hombre,2.0,,,,3,3,4,2,5,2,4,2,4,2,4,4,2,2,1,4,2,3,4,4,4,5,4,2,2,4,1,2,4.0,2.7142857142857144,3.2857142857142856,2.142857142857143,3.0357142857142856,0,True
1015,2023,17.0,Hombre,2.0,,,,3,3,4,3,1,3,1,4,2,1,4,1,2,4,3,2,1,5,3,2,3,2,3,1,3,2,1,4,1.8571428571428572,3.5714285714285716,3.0,1.7142857142857142,2.5357142857142856,0,True
1016,2023,17.0,Hombre,1.0,,,,4,4,4,4,4,1,4,5,3,3,5,4,4,4,4,5,4,5,3,5,5,5,5,2,5,5,2,5,4.428571428571429,4.714285714285714,4.285714285714286,2.7142857142857144,4.035714285714286,0,True
1017,2023,17.0,Hombre,2.0,,,,3,4,2,4,2,3,3,5,4,4,4,3,2,3,3,2,2,4,2,3,4,3,3,3,3,3,2,3,2.7142857142857144,3.4285714285714284,3.5714285714285716,2.5714285714285716,3.071428571428571,0,True
1018,2023,17.0,Hombre,1.0,,,,3,3,3,4,2,2,3,3,3,2,3,3,4,4,4,2,3,4,3,1,3,3,3,2,2,2,2,3,2.5714285714285716,3.0,3.142857142857143,2.5714285714285716,2.821428571428571,0,True
1019,2023,17.0,Mujer,2.0,,,,3,1,4,4,2,3,3,3,2,3,3,4,3,4,4,2,3,5,3,1,4,1,3,2,1,3,2,4,2.857142857142857,3.2857142857142856,2.5714285714285716,2.7142857142857144,2.8571428571428568,0,True
1020,2023,17.0,Mujer,0.0,,,,3,2,4,4,4,5,5,4,3,3,3,5,2,4,1,2,5,5,4,3,2,5,2,3,2,4,3,1,3.5714285714285716,2.4285714285714284,3.7142857142857144,3.5714285714285716,3.3214285714285716,0,True
1021,2023,17.0,Hombre,3.0,,,,5,5,5,3,5,5,5,5,3,5,5,3,3,3,1,5,5,5,4,5,5,5,5,5,5,5,2,5,4.714285714285714,4.428571428571429,4.142857142857143,4.142857142857143,4.357142857142857,0,True
1022,2023,17.0,Mujer,2.0,,,,3,2,5,5,1,1,4,3,3,2,3,4,3,4,4,2,2,5,3,1,3,2,2,1,3,2,1,3,2.5714285714285716,3.4285714285714284,3.142857142857143,1.8571428571428572,2.75,0,True
1023,2023,17.0,Hombre,2.0,,,,2,2,5,2,1,2,4,4,3,2,5,5,3,5,5,2,1,1,3,3,2,2,2,1,2,2,2,4,2.5714285714285716,3.857142857142857,2.5714285714285716,2.0,2.75,0,True
1024,2023,17.0,Mujer,2.0,,,,4,4,4,5,4,3,4,4,2,3,5,4,2,4,3,4,5,4,3,5,3,5,3,2,1,5,3,3,4.0,3.2857142857142856,4.142857142857143,3.0,3.607142857142857,0,True
1025,2023,17.0,Hombre,3.0,,,,5,3,5,5,1,3,3,5,2,3,4,3,4,3,2,2,3,2,2,2,4,4,2,2,3,1,1,4,2.4285714285714284,3.857142857142857,3.0,2.5714285714285716,2.964285714285714,0,True
1026,2023,17.0,Hombre,2.0,,,,1,5,5,4,1,1,4,5,5,1,4,4,1,1,1,2,2,5,1,1,5,2,3,1,2,3,3,5,2.5714285714285716,3.857142857142857,3.2857142857142856,1.4285714285714286,2.785714285714286,0,True
1027,2023,17.0,Hombre,1.0,,,,4,3,5,2,3,4,3,4,4,4,3,3,5,3,5,3,4,1,4,4,3,5,4,5,4,4,4,5,3.4285714285714284,4.142857142857143,3.142857142857143,4.285714285714286,3.75,0,True
1028,2023,17.0,Hombre,3.0,,,,2,4,5,3,3,2,3,5,3,1,4,4,3,4,4,1,1,4,3,1,4,4,2,1,2,3,1,3,2.5714285714285716,3.857142857142857,3.2857142857142856,1.7142857142857142,2.857142857142857,0,True
1029,2023,17.0,Hombre,2.0,,,,2,3,3,4,1,2,5,4,3,1,4,2,3,4,4,1,2,5,3,1,5,2,2,1,2,3,1,4,2.2857142857142856,3.7142857142857144,3.142857142857143,1.8571428571428572,2.75,0,True
1030,2023,17.0,Hombre,3.0,,,,5,5,1,3,3,4,4,5,5,4,5,3,3,5,2,4,4,5,3,5,3,5,5,3,2,3,3,4,3.857142857142857,3.142857142857143,4.714285714285714,3.4285714285714284,3.785714285714286,0,True
1031,2023,17.0,Hombre,2.0,,,,4,3,3,3,2,3,3,4,3,3,4,4,2,3,3,1,3,3,2,3,3,2,4,2,4,3,2,3,3.0,3.4285714285714284,2.857142857142857,2.4285714285714284,2.928571428571429,0,True
1032,2023,17.0,Hombre,2.0,,,,3,4,2,3,1,3,4,3,2,3,3,3,2,2,2,2,2,5,3,2,3,2,3,3,2,3,1,1,2.7142857142857144,2.2857142857142856,2.857142857142857,2.4285714285714284,2.5714285714285716,0,True
1033,2023,17.0,Mujer,1.0,,,,4,4,3,5,4,4,4,3,4,5,4,5,5,4,3,4,4,5,4,4,3,5,5,4,2,4,2,2,4.285714285714286,2.857142857142857,4.428571428571429,4.0,3.892857142857143,0,True
1034,2023,17.0,NR,1.0,,,,5,4,3,3,2,3,2,4,3,2,2,2,2,2,2,2,3,3,2,1,3,2,1,2,1,2,1,2,2.2857142857142856,2.4285714285714284,2.5714285714285716,2.142857142857143,2.3571428571428568,0,True
1035,2023,16.0,Mujer,1.0,,,,5,5,5,5,2,3,3,5,5,3,5,5,3,5,5,2,3,5,2,3,5,5,5,1,5,3,1,5,3.5714285714285716,5.0,4.714285714285714,2.2857142857142856,3.8928571428571423,0,True
1036,2023,17.0,Hombre,2.0,,,,1,2,5,4,1,1,2,4,3,3,3,5,3,3,4,3,2,3,4,2,3,1,1,1,2,3,4,3,2.2857142857142856,3.4285714285714284,2.5714285714285716,2.5714285714285716,2.714285714285714,0,True
1037,2023,17.0,Mujer,2.0,,,,2,4,4,5,4,3,4,4,5,3,5,2,5,5,4,4,5,5,3,5,5,5,4,4,5,4,3,5,3.4285714285714284,4.571428571428571,4.857142857142857,3.7142857142857144,4.142857142857143,0,True
1038,2023,17.0,Mujer,1.0,,,,3,4,4,4,4,4,4,3,2,3,3,4,5,3,5,4,4,5,4,2,4,4,4,3,4,5,4,4,4.0,3.857142857142857,3.4285714285714284,3.857142857142857,3.785714285714286,0,True
1039,2023,17.0,Mujer,1.0,,,,1,2,2,3,1,3,3,3,5,3,4,2,4,3,5,2,3,1,2,4,2,1,3,1,4,4,1,5,2.2857142857142856,3.5714285714285716,2.7142857142857144,2.4285714285714284,2.7500000000000004,0,True
1040,2023,17.0,Hombre,1.0,,,,3,4,4,4,2,3,2,4,3,2,4,2,3,3,4,4,3,5,3,2,4,4,3,2,3,5,2,3,3.0,3.7142857142857144,3.5714285714285716,2.5714285714285716,3.2142857142857144,0,True
1041,2023,17.0,Hombre,2.0,,,,5,2,3,4,1,2,2,4,2,2,2,3,1,2,3,3,1,4,2,1,3,1,2,1,3,2,1,2,2.5714285714285716,2.857142857142857,2.2857142857142856,1.4285714285714286,2.2857142857142856,0,True
1042,2023,17.0,Mujer,1.0,,,,2,1,4,3,2,3,5,3,3,3,4,4,3,3,3,1,3,2,4,1,3,3,1,2,4,3,1,4,2.5714285714285716,3.5714285714285716,2.2857142857142856,2.7142857142857144,2.7857142857142856,0,True
1043,2023,17.0,Hombre,3.0,,,,3,2,5,3,4,2,1,5,2,1,4,5,1,4,3,3,1,4,2,2,4,5,4,2,3,4,2,3,3.4285714285714284,3.857142857142857,3.142857142857143,1.5714285714285714,3.0,0,True
1044,2023,17.0,Mujer,4.0,,,,3,3,2,4,3,4,1,4,4,3,4,4,2,3,4,1,4,4,3,2,3,4,3,3,2,2,3,4,2.4285714285714284,3.2857142857142856,3.4285714285714284,3.142857142857143,3.071428571428571,0,True
1045,2023,17.0,Hombre,3.0,,,,3,3,4,4,2,1,5,3,2,2,3,5,3,4,5,1,2,5,4,2,3,3,2,1,2,3,1,3,3.0,3.2857142857142856,3.2857142857142856,2.0,2.892857142857143,0,True
1046,2023,17.0,Mujer,2.0,,,,3,5,5,5,4,2,2,5,5,4,5,4,4,3,2,5,2,5,1,2,5,3,4,2,5,5,3,5,3.857142857142857,4.571428571428571,4.0,2.5714285714285716,3.75,0,True
1047,2023,17.0,Hombre,2.0,,,,5,3,2,4,1,1,5,3,3,1,5,4,1,4,4,3,3,3,3,3,3,3,3,3,1,5,5,5,3.7142857142857144,3.2857142857142856,3.2857142857142856,2.4285714285714284,3.1785714285714284,0,True
1048,2023,17.0,Hombre,2.0,,,,4,4,4,4,3,3,4,4,4,4,5,5,3,5,5,2,3,3,4,4,5,2,4,4,3,3,3,3,3.5714285714285716,4.142857142857143,3.7142857142857144,3.4285714285714284,3.714285714285715,0,True
1049,2023,17.0,Hombre,2.0,,,,2,3,4,5,1,3,4,3,2,2,4,3,4,3,4,2,3,5,3,2,3,3,2,1,4,3,1,3,2.4285714285714284,3.5714285714285716,3.2857142857142856,2.4285714285714284,2.9285714285714284,0,True
1050,2023,17.0,Hombre,2.0,,,,4,4,2,3,4,3,2,4,4,4,4,4,3,4,3,2,4,4,2,5,4,4,4,3,3,3,2,3,3.2857142857142856,3.2857142857142856,4.0,3.0,3.392857142857143,0,True
1051,2023,17.0,Mujer,2.0,,,,4,3,4,2,3,4,2,4,3,2,3,3,3,4,3,4,4,3,3,4,3,4,4,3,4,4,2,3,3.4285714285714284,3.4285714285714284,3.2857142857142856,3.0,3.2857142857142856,0,True
1052,2023,17.0,Hombre,3.0,,,,4,3,3,3,2,3,2,4,4,3,3,3,2,4,3,2,4,4,3,1,5,3,3,3,3,2,2,2,2.5714285714285716,3.2857142857142856,3.142857142857143,2.857142857142857,2.9642857142857144,0,True
1053,2023,17.0,Hombre,1.0,,,,1,3,2,2,3,1,3,4,3,3,4,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2.7142857142857144,3.0,2.7142857142857144,2.5714285714285716,2.75,0,True
1054,2023,17.0,Mujer,1.0,,,,3,5,3,5,2,4,3,5,4,3,4,1,2,4,2,2,5,5,2,5,4,4,3,5,4,3,2,4,2.4285714285714284,3.7142857142857144,4.571428571428571,3.2857142857142856,3.5,0,True
1055,2023,17.0,Hombre,1.0,,,,5,5,1,4,5,3,4,4,4,4,4,2,2,4,4,5,4,5,3,2,4,5,5,3,2,5,3,4,4.428571428571429,3.2857142857142856,4.142857142857143,3.142857142857143,3.75,0,True
1056,2023,17.0,Mujer,2.0,,,,3,3,5,5,2,1,4,5,3,1,4,5,3,5,5,2,1,5,3,2,5,2,2,1,4,2,1,5,2.857142857142857,4.714285714285714,3.5714285714285716,1.5714285714285714,3.1785714285714284,0,True
1057,2023,17.0,Mujer,2.0,,,,5,2,3,5,1,2,4,1,1,1,2,4,4,4,4,1,2,3,4,2,4,3,1,2,2,1,1,4,2.4285714285714284,2.857142857142857,2.857142857142857,2.2857142857142856,2.6071428571428568,0,True
1058,2023,17.0,Hombre,1.0,,,,3,2,4,5,2,2,1,3,2,3,2,1,4,4,5,1,2,3,4,4,2,3,2,3,2,4,2,2,2.0,2.857142857142857,3.2857142857142856,2.857142857142857,2.75,0,True
1059,2023,17.0,Mujer,2.0,,,,3,2,4,2,3,2,3,4,4,4,4,3,4,4,4,2,3,5,4,5,4,5,3,3,3,2,2,5,2.7142857142857144,4.0,3.857142857142857,3.142857142857143,3.4285714285714284,0,True
1060,2023,17.0,Hombre,2.0,,,,4,3,4,4,1,3,3,5,4,3,5,3,2,4,4,4,3,5,3,3,3,2,4,2,4,3,2,5,3.142857142857143,4.285714285714286,3.5714285714285716,2.5714285714285716,3.392857142857143,0,True
1061,2023,17.0,Hombre,1.0,,,,1,2,2,4,1,3,3,3,2,5,2,2,2,4,5,3,4,4,5,2,3,3,4,2,1,4,2,2,2.5714285714285716,2.5714285714285716,3.0,3.2857142857142856,2.8571428571428568,0,True
1062,2023,17.0,Mujer,3.0,,,,2,2,4,4,1,2,3,2,1,1,2,5,4,4,5,1,1,4,5,1,2,2,1,1,2,1,1,2,2.0,2.7142857142857144,2.5714285714285716,2.142857142857143,2.357142857142857,0,True
1063,2023,17.0,Hombre,2.0,,,,2,2,3,5,3,1,5,2,3,3,3,3,2,4,3,3,4,5,3,1,2,1,2,1,2,2,2,4,2.857142857142857,2.7142857142857144,3.0,2.2857142857142856,2.7142857142857144,0,True
1064,2023,17.0,Mujer,2.0,,,,3,3,5,1,4,4,3,3,3,3,3,5,5,5,4,3,3,5,3,3,3,5,3,3,3,5,2,3,3.7142857142857144,3.4285714285714284,3.5714285714285716,3.2857142857142856,3.5,0,True
1065,2023,17.0,Mujer,2.0,,,,2,4,5,4,4,4,3,4,3,3,5,5,2,5,4,4,4,5,4,3,4,4,4,2,5,4,1,4,3.7142857142857144,4.428571428571429,4.0,2.857142857142857,3.75,0,True
1066,2023,17.0,Hombre,2.0,,,,1,4,5,5,4,2,3,4,3,2,4,4,2,2,4,4,1,5,3,3,5,3,4,1,4,3,1,4,3.2857142857142856,4.285714285714286,3.5714285714285716,1.7142857142857142,3.214285714285714,0,True
1067,2023,17.0,Mujer,2.0,,,,3,4,4,5,4,4,5,4,4,1,4,5,2,4,5,1,1,5,3,2,4,1,3,2,2,4,2,3,3.5714285714285716,3.7142857142857144,3.5714285714285716,2.142857142857143,3.25,0,True
1068,2023,17.0,Mujer,2.0,,,,4,5,2,4,4,4,2,4,4,5,5,3,4,3,4,4,2,5,2,5,4,4,4,1,4,4,2,4,3.5714285714285716,3.857142857142857,4.285714285714286,2.857142857142857,3.6428571428571432,0,True
1069,2023,17.0,Mujer,2.0,,,,5,3,5,4,4,3,3,5,3,2,4,5,3,4,5,4,2,5,4,4,5,5,4,2,4,5,3,3,4.285714285714286,4.428571428571429,4.0,2.7142857142857144,3.8571428571428577,0,True
1070,2023,17.0,Hombre,2.0,,,,3,2,5,4,3,2,4,5,3,2,3,4,3,3,3,2,2,5,3,2,5,3,3,2,2,4,1,4,3.2857142857142856,3.857142857142857,3.142857142857143,2.142857142857143,3.1071428571428568,0,True
1071,2023,17.0,Hombre,1.0,,,,3,2,3,3,1,1,5,3,3,3,3,3,4,3,3,2,1,5,4,2,3,2,2,1,2,2,2,4,2.5714285714285716,3.0,2.857142857142857,2.2857142857142856,2.678571428571429,0,True
1072,2023,17.0,Mujer,0.0,,,,1,2,4,5,1,2,5,2,2,1,2,5,4,5,5,3,1,5,4,1,3,2,2,1,3,2,1,3,2.7142857142857144,3.142857142857143,3.142857142857143,2.0,2.75,0,True
1073,2023,17.0,Mujer,1.0,,,,4,4,4,4,1,5,1,4,2,2,4,3,4,3,4,4,5,4,3,5,4,5,4,4,4,3,2,4,2.857142857142857,4.0,3.857142857142857,3.5714285714285716,3.5714285714285716,0,True
1074,2023,17.0,Hombre,3.0,,,,3,3,4,4,4,3,2,5,3,2,4,3,2,4,5,2,3,5,2,2,4,2,2,2,4,3,2,4,2.7142857142857144,4.285714285714286,3.2857142857142856,2.2857142857142856,3.1428571428571423,0,True
1075,2023,17.0,Mujer,4.0,,,,5,4,4,4,4,3,4,4,4,2,2,5,2,4,3,4,3,5,3,4,4,4,4,2,2,5,2,1,4.428571428571429,2.857142857142857,4.142857142857143,2.4285714285714284,3.464285714285715,0,True
1076,2023,17.0,Mujer,5.0,,,,1,4,5,5,1,1,1,4,3,1,5,1,1,5,4,1,1,5,1,3,4,4,1,1,5,4,1,5,1.4285714285714286,4.571428571428571,4.142857142857143,1.0,2.7857142857142856,0,True
1077,2023,17.0,Hombre,1.0,,,,2,1,4,4,1,2,4,4,3,3,3,3,3,3,5,2,2,5,3,2,3,4,2,2,3,2,2,3,2.2857142857142856,3.5714285714285716,3.142857142857143,2.4285714285714284,2.857142857142857,0,True
1078,2023,17.0,Mujer,1.0,,,,2,1,3,4,3,4,1,4,5,2,4,5,3,5,5,2,2,5,1,2,4,3,3,1,4,3,1,2,2.7142857142857144,3.7142857142857144,3.5714285714285716,2.0,3.0,0,True
1079,2023,17.0,Hombre,1.0,,,,5,5,3,5,4,5,3,3,3,3,3,2,3,3,3,2,4,5,2,3,4,2,3,2,3,3,1,5,3.142857142857143,3.4285714285714284,3.7142857142857144,2.857142857142857,3.2857142857142856,0,True
1080,2023,17.0,Hombre,3.0,,,,3,3,5,3,1,1,1,5,4,3,5,3,1,1,3,2,3,5,1,3,4,1,1,5,3,3,1,5,2.0,4.285714285714286,2.857142857142857,2.142857142857143,2.821428571428571,0,True
1081,2023,17.0,Hombre,1.0,,,,4,2,3,3,3,3,3,3,2,3,3,4,4,2,2,1,3,3,3,2,2,2,2,4,2,2,2,2,2.7142857142857144,2.4285714285714284,2.2857142857142856,3.142857142857143,2.642857142857143,0,True
1082,2023,17.0,Hombre,1.0,,,,4,3,4,4,3,1,2,5,4,4,5,4,2,5,4,1,4,5,1,1,4,3,2,1,3,3,4,4,2.7142857142857144,4.142857142857143,3.5714285714285716,2.4285714285714284,3.2142857142857144,0,True
1083,2023,17.0,Hombre,2.0,,,,2,4,4,4,2,3,2,4,3,3,4,3,3,4,4,3,4,4,2,4,4,2,2,3,5,3,3,5,2.4285714285714284,4.285714285714286,3.5714285714285716,3.0,3.321428571428571,0,True
1084,2023,17.0,Mujer,0.0,,,,2,2,3,4,2,3,4,3,3,3,3,3,4,4,4,3,4,5,4,3,3,4,3,3,3,2,2,2,2.7142857142857144,3.0,3.5714285714285716,3.2857142857142856,3.1428571428571432,0,True
1085,2023,17.0,Hombre,1.0,,,,4,1,4,3,1,2,3,4,1,2,2,1,3,4,2,2,2,4,3,2,5,1,3,2,3,5,2,4,2.7142857142857144,3.4285714285714284,2.2857142857142856,2.2857142857142856,2.678571428571428,0,True
1086,2023,17.0,Mujer,3.0,,,,3,3,3,4,3,2,4,4,4,3,3,4,4,4,3,1,2,4,4,3,4,3,3,3,2,2,3,4,2.857142857142857,3.2857142857142856,3.5714285714285716,3.0,3.1785714285714284,0,True
1087,2023,17.0,Mujer,1.0,,,,2,5,4,3,4,2,1,5,4,2,5,4,4,4,5,3,4,4,3,3,5,4,4,2,5,3,2,5,3.0,4.857142857142857,3.857142857142857,2.7142857142857144,3.6071428571428568,0,True
1088,2023,17.0,Mujer,4.0,,,,4,4,3,4,4,4,4,4,4,3,3,5,4,3,4,4,4,4,4,3,3,5,4,4,2,4,3,3,4.142857142857143,3.142857142857143,3.857142857142857,3.7142857142857144,3.7142857142857144,0,True
1089,2023,17.0,Mujer,2.0,,,,5,4,3,4,2,3,2,4,3,3,3,3,4,3,4,2,3,5,5,3,3,4,2,3,2,3,2,4,2.7142857142857144,3.2857142857142856,3.7142857142857144,3.2857142857142856,3.25,0,True
1090,2023,17.0,Mujer,2.0,,,,3,4,3,2,2,4,4,4,3,4,1,3,5,5,4,4,4,4,5,4,2,5,3,5,1,4,4,2,3.2857142857142856,2.4285714285714284,3.857142857142857,4.428571428571429,3.5,0,True
1091,2023,17.0,Mujer,3.0,,,,4,3,4,5,4,3,4,4,4,4,4,5,3,4,4,4,4,4,3,3,5,5,5,4,3,5,3,3,4.428571428571429,3.857142857142857,4.0,3.4285714285714284,3.928571428571429,0,True
1092,2023,17.0,Mujer,1.0,,,,3,3,2,1,3,3,3,3,4,3,4,2,1,3,4,2,4,5,2,1,3,5,3,1,2,1,2,3,2.4285714285714284,3.0,3.142857142857143,2.2857142857142856,2.7142857142857144,0,True
1093,2023,17.0,No binario,3.0,,,,3,4,3,3,2,3,3,4,3,3,4,2,3,4,2,2,2,4,4,1,3,1,1,2,2,2,2,2,2.142857142857143,2.857142857142857,2.857142857142857,2.7142857142857144,2.6428571428571432,0,True
1094,2023,17.0,Hombre,3.0,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3.0,3.0,3.0,3.0,0,True
1095,2023,17.0,Mujer,2.0,,,,5,4,4,3,1,3,5,3,5,3,5,3,4,5,2,5,5,5,2,5,4,4,4,3,1,3,3,5,3.7142857142857144,3.4285714285714284,4.428571428571429,3.2857142857142856,3.7142857142857144,0,True
1096,2023,17.0,Mujer,4.0,,,,5,5,5,4,4,4,4,4,4,5,4,4,3,5,3,5,4,4,3,5,4,5,4,4,4,5,3,4,4.428571428571429,4.0,4.571428571428571,3.7142857142857144,4.178571428571429,0,True
1097,2023,17.0,Mujer,1.0,,,,3,4,4,5,2,3,1,5,5,3,5,5,2,3,4,1,3,5,4,5,3,5,1,2,5,2,1,5,2.142857142857143,4.428571428571429,4.571428571428571,2.5714285714285716,3.4285714285714284,0,True
1098,2023,17.0,Mujer,1.0,,,,2,4,4,5,5,3,4,4,4,2,4,5,5,5,3,4,4,5,4,3,3,5,4,3,3,3,3,5,3.857142857142857,3.7142857142857144,4.428571428571429,3.4285714285714284,3.857142857142857,0,True
1099,2023,16.0,Hombre,3.0,,,,1,4,5,5,1,2,4,3,3,1,4,3,4,5,5,2,2,5,4,3,4,2,2,1,2,2,2,4,2.142857142857143,3.857142857142857,3.857142857142857,2.2857142857142856,3.0357142857142856,0,True
1100,2023,17.0,Hombre,2.0,,,,3,3,3,2,2,2,3,5,4,2,3,4,3,5,5,1,2,4,1,1,5,3,3,1,2,2,1,1,2.5714285714285716,3.4285714285714284,3.142857142857143,1.7142857142857142,2.714285714285714,0,True
1101,2023,17.0,Mujer,0.0,,,,3,3,3,4,2,2,4,2,1,1,4,4,3,3,4,1,4,4,4,4,3,3,2,2,2,3,2,5,2.7142857142857144,3.2857142857142856,3.142857142857143,2.5714285714285716,2.9285714285714284,0,True
1102,2023,21.0,Hombre,1.0,,,,4,1,5,3,4,2,4,4,4,4,4,2,1,5,5,2,5,5,1,4,1,5,4,1,4,4,2,5,3.4285714285714284,4.0,3.857142857142857,2.2857142857142856,3.3928571428571432,0,True
1103,2023,17.0,Mujer,3.0,,,,1,5,5,1,1,4,1,5,5,3,5,5,3,5,5,1,1,5,3,1,5,5,1,3,3,1,1,5,1.5714285714285714,4.714285714285714,3.857142857142857,2.5714285714285716,3.1785714285714284,0,True
1104,2023,17.0,Hombre,2.0,,,,2,3,5,4,1,2,3,3,4,3,3,4,3,4,3,3,2,5,3,2,3,2,2,2,2,2,2,2,2.4285714285714284,3.0,3.4285714285714284,2.4285714285714284,2.8214285714285716,0,True
1105,2023,16.0,Mujer,2.0,,,,5,4,4,3,3,3,4,5,3,2,5,4,5,4,3,2,4,5,4,4,5,5,5,4,4,5,3,5,4.0,4.428571428571429,4.0,3.5714285714285716,4.0,0,True
1106,2023,17.0,Hombre,3.0,,,,3,3,5,2,1,1,3,1,3,1,2,1,3,3,4,5,2,5,3,1,3,1,1,3,2,3,1,4,2.4285714285714284,3.0,2.5714285714285716,2.0,2.5,0,True
1107,2023,17.0,Hombre,3.0,,,,1,3,5,4,1,1,4,5,4,1,5,3,1,2,4,1,1,5,1,1,5,1,1,1,5,3,1,5,2.0,4.857142857142857,2.857142857142857,1.0,2.6785714285714284,0,True
1108,2023,17.0,Hombre,1.0,,,,5,5,1,1,1,1,1,1,5,1,5,5,5,1,1,5,5,5,3,5,5,3,5,5,5,5,1,5,3.857142857142857,3.2857142857142856,3.5714285714285716,3.0,3.4285714285714284,0,True
1109,2023,17.0,Mujer,2.0,,,,5,4,3,2,5,5,2,4,2,4,4,5,1,2,3,2,4,4,4,2,4,4,4,2,2,4,2,3,3.857142857142857,3.2857142857142856,2.857142857142857,3.142857142857143,3.2857142857142856,0,True
1110,2023,17.0,Hombre,2.0,,,,4,3,4,3,3,4,2,4,2,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.4285714285714284,4.0,3.142857142857143,3.857142857142857,3.607142857142857,0,True
155,2024,50.0,1,2.0,5.0,5.0,1.0,5,2,5,1,2,4,3,5,2,3,5,4,4,1,3,1,5,3,2,5,4,5,5,3,5,3,5,5,3.2857142857142856,4.571428571428571,2.7142857142857144,3.7142857142857144,3.571428571428571,0,True
161,2024,20.0,1,3.0,5.0,5.0,1.0,4,5,4,5,2,5,3,4,4,4,4,1,4,4,5,3,5,5,4,3,5,5,3,2,3,3,3,3,2.7142857142857144,4.0,4.428571428571429,3.857142857142857,3.75,0,True
164,2024,22.0,2,4.0,5.0,5.0,1.0,2,2,3,3,1,2,4,3,2,1,4,3,3,4,1,2,2,3,3,2,5,5,2,2,3,2,2,3,2.2857142857142856,3.142857142857143,3.0,2.142857142857143,2.642857142857143,0,True
175,2024,19.0,1,4.0,5.0,5.0,1.0,4,2,4,4,5,3,4,5,3,4,5,4,2,3,5,4,4,5,5,5,5,5,5,2,5,4,3,4,4.285714285714286,4.714285714285714,3.857142857142857,3.2857142857142856,4.035714285714286,0,True
180,2024,19.0,1,3.0,5.0,5.0,1.0,3,3,5,5,1,3,3,2,3,2,4,4,3,4,4,2,3,5,3,2,5,5,3,2,3,3,2,3,2.7142857142857144,3.7142857142857144,3.857142857142857,2.5714285714285716,3.2142857142857144,0,True
